position,name,lastName,age,country,gender,wealthSource,industry,worth,worthChange,realTimeWorth,realTimePosition,image 
1968,Harjo Sutanto,Sutanto,92,Indonesia,M,consumer goods,Fashion & Retail,1200.0,0.0,,1827,https://specials-images.forbesimg.com/imageserve/5a7e4f9431358e4955ad1374/416x416.jpg?background=000000&cropX1=7&cropX2=1396&cropY1=43&cropY2=1432
1969,Yoshikazu Tanaka,Tanaka,41,Japan,M,social network,Technology,1200.0,0.0,,2001,https://specials-images.forbesimg.com/imageserve/589fcaba4bbe6f0e5586903d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=129&cropY2=873
1970,Mehmet Sinan Tara,Tara,60,Turkey,M,construction,Construction & Engineering,1200.0,,,2001,https://specials-images.forbesimg.com/imageserve/58b7569ba7ea431f321a6ff9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783
1971,Rit Thirakomen,Thirakomen,66,Thailand,M,restaurants,Food and Beverage,1200.0,0.0,,1989,https://specials-images.forbesimg.com/imageserve/58b7569ba7ea431f321a6ff9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783
1972,Tian Ming,Tian,64,China,M,measuring instruments,Technology,1200.0,0.0,,1594,https://specials-images.forbesimg.com/imageserve/58b7569ba7ea431f321a6ff9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783
1973,Ion Tiriac,Tiriac,79,Romania,M,"banking, insurance",Finance and Investments,1200.0,0.0,,1953,https://specials-images.forbesimg.com/imageserve/5a8072a931358e4955ad284f/416x416.jpg?background=000000&cropX1=335&cropX2=3162&cropY1=293&cropY2=3122
1974,Ivar Tollefsen,Tollefsen,57,Norway,M,Real estate,Real Estate,1200.0,0.0,,1894,https://specials-images.forbesimg.com/imageserve/5a8072a931358e4955ad284f/416x416.jpg?background=000000&cropX1=335&cropX2=3162&cropY1=293&cropY2=3122
1975,Mustafa Latif Topbas,Topbas,74,Turkey,M,"food, retail",Fashion & Retail,1200.0,,,1894,https://specials-images.forbesimg.com/imageserve/58b74d7131358e1a35ac50b5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
1976,Thomas Tull,Tull,48,United States,M,movies,Media & Entertainment,1200.0,0.0,,1907,https://specials-images.forbesimg.com/imageserve/58b74d7131358e1a35ac50b5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
1977,John Van Lieshout,Van Lieshout,72,Australia,M,real estate,Real Estate,1200.0,0.0,,1976,https://specials-images.forbesimg.com/imageserve/bd62883aa051b1ecc30903dba76ec157/416x416.jpg?background=000000&cropX1=219&cropX2=636&cropY1=245&cropY2=662
1978,Wang Han,Wang,30,China,M,airline,Diversified,1200.0,0.0,,1755,https://specials-images.forbesimg.com/imageserve/bd62883aa051b1ecc30903dba76ec157/416x416.jpg?background=000000&cropX1=219&cropX2=636&cropY1=245&cropY2=662
1979,Wang Junjin,Wang,49,China,M,airline,Service,1200.0,0.0,,1771,https://specials-images.forbesimg.com/imageserve/56c74c69e4b062f6b59a1c03/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
1980,Wang Wenbiao,Wang,61,China,M,"natural gas, fertilizers",Manufacturing,1200.0,0.0,,1965,https://specials-images.forbesimg.com/imageserve/5a875c0f4bbe6f2652f5cbc2/416x416.jpg?background=000000&cropX1=513&cropX2=2757&cropY1=182&cropY2=2424
1981,"Alfred West, Jr.",West,75,United States,M,money management,Finance and Investments,1200.0,0.0,,2062,https://specials-images.forbesimg.com/imageserve/5a875c0f4bbe6f2652f5cbc2/416x416.jpg?background=000000&cropX1=513&cropX2=2757&cropY1=182&cropY2=2424
1982,Wu Daohong,Wu,52,China,M,energy services,Energy,1200.0,0.0,,1964,https://specials-images.forbesimg.com/imageserve/5a7d0a5331358e4955acfd18/416x416.jpg?background=000000&cropX1=167&cropX2=2744&cropY1=6&cropY2=2584
1983,Wu Yiling,Wu,68,China,M,pharmaceuticals,Healthcare,1200.0,0.0,,1808,https://specials-images.forbesimg.com/imageserve/52fe6d2bf24e45432177784f7e1b8666/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810
1984,Xiu Laigui,Xiu,63,China,M,pharmaceuticals,Healthcare,1200.0,0.0,,1904,https://specials-images.forbesimg.com/imageserve/5a7d1414a7ea431690130e10/416x416.jpg?background=000000&cropX1=11&cropX2=2402&cropY1=394&cropY2=2784
1985,Xu Xiong,Xu,46,China,M,driving schools,Service,1200.0,,,1904,https://specials-images.forbesimg.com/imageserve/5a7d167b31358e4955acfd3d/416x416.jpg?background=000000&cropX1=960&cropX2=2115&cropY1=606&cropY2=1762
1986,Xu Xudong,Xu,48,China,M,auto parts,Automotive,1200.0,0.0,,1741,https://specials-images.forbesimg.com/imageserve/5a7d167b31358e4955acfd3d/416x416.jpg?background=000000&cropX1=960&cropX2=2115&cropY1=606&cropY2=1762
1987,Xue Hua,Xue,48,China,M,Agribusiness,Manufacturing,1200.0,-0.001,,1843,https://specials-images.forbesimg.com/imageserve/5a7d167b31358e4955acfd3d/416x416.jpg?background=000000&cropX1=960&cropX2=2115&cropY1=606&cropY2=1762
1988,Vadim Yakunin,Yakunin,55,Russia,M,pharmacy,Healthcare,1200.0,0.0,,2126,https://specials-images.forbesimg.com/imageserve/58a272a9a7ea431f32197514/416x416.jpg?background=000000&cropX1=72&cropX2=744&cropY1=84&cropY2=756
1989,Yan Yude,Yan,57,China,M,private schools,Service,1200.0,0.0,,1837,https://specials-images.forbesimg.com/imageserve/58a272a9a7ea431f32197514/416x416.jpg?background=000000&cropX1=72&cropX2=744&cropY1=84&cropY2=756
1990,Yang Keng,Yang,57,China,M,real estate,Real Estate,1200.0,0.0,,1825,https://specials-images.forbesimg.com/imageserve/56c74e35e4b062f6b59a1c11/416x416.jpg?background=000000&cropX1=43&cropX2=694&cropY1=139&cropY2=790
1991,Yang Shaopeng,Yang,60,China,M,Shipping,Logistics,1200.0,0.0,,1779,https://specials-images.forbesimg.com/imageserve/5a875cf5a7ea43169013b8e5/416x416.jpg?background=000000&cropX1=394&cropX2=2762&cropY1=290&cropY2=2656
1992,Zhang Cheng Fei,Zhang,50,China,M,paper & related products,Manufacturing,1200.0,0.0,,1870,https://specials-images.forbesimg.com/imageserve/5a7d201f31358e4955acfda0/416x416.jpg?background=000000&cropX1=16&cropX2=645&cropY1=127&cropY2=756
1993,Zhang Jingzhang,Zhang,82,China,M,precision machinery,Manufacturing,1200.0,0.001,,2024,https://specials-images.forbesimg.com/imageserve/5a7d201f31358e4955acfda0/416x416.jpg?background=000000&cropX1=16&cropX2=645&cropY1=127&cropY2=756
1994,Zhang Keqiang,Zhang,58,China,M,real estate,Real Estate,1200.0,0.0,,1986,https://specials-images.forbesimg.com/imageserve/5865576ab60b0bfe8025d6b4b7d9f65f/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=50&cropY2=793
1995,Zhang Xuanning,Zhang,48,China,M,retail,Fashion & Retail,1200.0,0.001,,2137,https://specials-images.forbesimg.com/imageserve/5865576ab60b0bfe8025d6b4b7d9f65f/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=50&cropY2=793
1996,Zhang Zhangsun,Zhang,61,China,M,real estate,Real Estate,1200.0,0.0,,1748,https://specials-images.forbesimg.com/imageserve/d1c69bd9f67afdb1778c9bb7d0975966/416x416.jpg?background=000000&cropX1=188&cropX2=615&cropY1=114&cropY2=541
1997,Zhou Bajin,Zhou,83,China,M,auto parts,Manufacturing,1200.0,0.0,,1561,https://specials-images.forbesimg.com/imageserve/d1c69bd9f67afdb1778c9bb7d0975966/416x416.jpg?background=000000&cropX1=188&cropX2=615&cropY1=114&cropY2=541
1998,Zhou Wenyu,Zhou,53,China,M,real estate,Real Estate,1200.0,0.0,,1908,https://specials-images.forbesimg.com/imageserve/d1c69bd9f67afdb1778c9bb7d0975966/416x416.jpg?background=000000&cropX1=188&cropX2=615&cropY1=114&cropY2=541
1999,William Ackman,Ackman,52,United States,M,hedge funds,Finance and Investments,1100.0,0.0,,2032,https://specials-images.forbesimg.com/imageserve/5a9090b4a7ea434a0c2721c1/416x416.jpg?background=000000&cropX1=1835&cropX2=2934&cropY1=500&cropY2=1599
2000,Soegiarto Adikoesoemo,Adikoesoemo,80,Indonesia,M,chemicals,Logistics,1100.0,,,2032,https://specials-images.forbesimg.com/imageserve/5a19b57ba7ea432f2e740203/416x416.jpg?background=000000&cropX1=237&cropX2=1329&cropY1=112&cropY2=1205
2001,Ali Ibrahim Agaoglu,Agaoglu,64,Turkey,M,construction,Construction & Engineering,1100.0,,,2032,https://specials-images.forbesimg.com/imageserve/5a70d26431358e4955ac09ff/416x416.jpg?background=000000&cropX1=0&cropX2=481&cropY1=44&cropY2=525
2002,Hamdi Akin,Akin,63,Turkey,M,diversified,Diversified,1100.0,0.0,,2042,https://specials-images.forbesimg.com/imageserve/5a8149384bbe6f2652f5475b/416x416.jpg?background=000000&cropX1=1326&cropX2=2354&cropY1=303&cropY2=1330
2003,Chirayu Amin,Amin,71,India,M,pharmaceuticals,Healthcare,1100.0,,,2042,https://specials-images.forbesimg.com/imageserve/5a7f1762a7ea431690132912/416x416.jpg?background=000000&cropX1=4&cropX2=2251&cropY1=13&cropY2=2258
2004,Mehmet Aydinlar,Aydinlar,61,Turkey,M,hospitals,Healthcare,1100.0,0.0,,2030,https://specials-images.forbesimg.com/imageserve/58a3af7d31358e1a35ab6510/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=301&cropY2=1045
2005,Emanuella Barilla,Barilla,51,Italy,F,Barilla pasta,Food and Beverage,1100.0,0.0,,2105,https://specials-images.forbesimg.com/imageserve/58a3af7d31358e1a35ab6510/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=301&cropY2=1045
2006,Guido Barilla,Barilla,59,Italy,M,Barilla pasta,Food and Beverage,1100.0,0.0,,2106,https://specials-images.forbesimg.com/imageserve/5a7f913031358e4955ad1e09/416x416.jpg?background=000000&cropX1=1812&cropX2=4410&cropY1=14&cropY2=2611
2007,Luca Barilla,Barilla,58,Italy,M,Barilla pasta,Food and Beverage,1100.0,0.0,,2107,https://specials-images.forbesimg.com/imageserve/5a7f95bd4bbe6f2652f533b5/416x416.jpg?background=000000&cropX1=218&cropX2=3499&cropY1=0&cropY2=3280
2008,Paolo Barilla,Barilla,57,Italy,M,Barilla pasta,Food and Beverage,1100.0,0.0,,2108,https://specials-images.forbesimg.com/imageserve/5a7f9c4b31358e4955ad1e84/416x416.jpg?background=000000&cropX1=1162&cropX2=3786&cropY1=6&cropY2=2629
2009,Mehmet Rustu Basaran,Basaran,71,Turkey,M,"banking, gas",Energy,1100.0,,,2108,https://specials-images.forbesimg.com/imageserve/38f6493ead1647157fbdfeecfdc0a6d3/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=14&cropY2=613
2010,J. Hyatt Brown,Brown,80,United States,M,insurance,Finance and Investments,1100.0,0.0,,1874,https://specials-images.forbesimg.com/imageserve/38f6493ead1647157fbdfeecfdc0a6d3/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=14&cropY2=613
2011,Bu Yang,Bu,,China,F,retail,Fashion & Retail,1100.0,0.0,,1740,https://specials-images.forbesimg.com/imageserve/38f6493ead1647157fbdfeecfdc0a6d3/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=14&cropY2=613
2012,Hideyuki Busujima,Busujima,65,Japan,M,pachinko machines,Gambling & Casinos,1100.0,0.0,,1750,https://specials-images.forbesimg.com/imageserve/38f6493ead1647157fbdfeecfdc0a6d3/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=14&cropY2=613
2013,Cai Rongjun,Cai,45,China,M,electronic components,Technology,1100.0,,,1750,https://specials-images.forbesimg.com/imageserve/38f6493ead1647157fbdfeecfdc0a6d3/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=14&cropY2=613
2014,Cai Xiaoru,Cai,38,China,M,electronic components,Technology,1100.0,,,1750,https://specials-images.forbesimg.com/imageserve/38f6493ead1647157fbdfeecfdc0a6d3/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=14&cropY2=613
2015,Delfin Jorge Ezequiel Carballo,Carballo,65,Argentina,M,banking,Finance and Investments,1100.0,,,1750,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345
2016,Chen Jinshi,Chen,55,China,M,"construction, real estate",Real Estate,1100.0,0.0,,1947,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345
2017,Chen Qixing,Chen,58,China,M,electronics components,Technology,1100.0,,,1947,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345
2018,Chen Shiliang,Chen,54,China,M,polyester,Manufacturing,1100.0,0.0,,2025,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345
2019,Chen Xiaxin,Chen,56,China,M,industrial machinery,Diversified,1100.0,,,2025,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345
2020,Manas Chiaravanond,Chiaravanond,,Thailand,M,diversified,Diversified,1100.0,0.0,,2047,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345
2021,Yupa Chiaravanond,Chiaravanond,,Thailand,F,diversified,Diversified,1100.0,0.0,,2019,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345
2022,Prathip Chiravanond,Chiravanond,,Thailand,M,diversified,Diversified,1100.0,0.0,,2020,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345
2023,Gustavo Cisneros,Cisneros,73,Venezuela,M,media,Media & Entertainment,1100.0,0.0,,2059,https://specials-images.forbesimg.com/imageserve/5a8136e6a7ea431690134190/416x416.jpg?background=000000&cropX1=244&cropX2=2233&cropY1=9&cropY2=1996
2024,Sandor Csanyi,Csanyi,65,Hungary,M,"finance, real estate",Diversified,1100.0,0.0,,1988,https://specials-images.forbesimg.com/imageserve/5a821571a7ea431690135807/416x416.jpg?background=000000&cropX1=544&cropX2=2425&cropY1=120&cropY2=2000
2025,Cui Lijie,Cui,60,Hong Kong,F,gambling,Gambling & Casinos,1100.0,,,1988,https://specials-images.forbesimg.com/imageserve/590cb1d24bbe6f09a17a72d2/416x416.jpg?background=000000&cropX1=1189&cropX2=3189&cropY1=140&cropY2=2140
2026,Dang Yanbao,Dang,45,China,M,coal,Metals & Mining,1100.0,0.0,,2099,https://specials-images.forbesimg.com/imageserve/5a8df6ed31358e4955adff90/416x416.jpg?background=000000&cropX1=548&cropX2=1940&cropY1=74&cropY2=1466
2027,Bharat Desai,Desai,65,United States,M,IT consulting,Technology,1100.0,0.0,,1674,https://specials-images.forbesimg.com/imageserve/73371aed5d8a47d09f73069801fb7c45/416x416.jpg?background=000000&cropX1=206&cropX2=522&cropY1=60&cropY2=375
2028,Joseph Edelman,Edelman,63,United States,M,hedge funds,Finance and Investments,1100.0,0.0,,2035,https://specials-images.forbesimg.com/imageserve/5ad4c0134bbe6f2310f2a13e/416x416.jpg?background=000000&cropX1=629&cropX2=2903&cropY1=206&cropY2=2479
2029,Wolfgang Egger,Egger,,Germany,M,real estate,Real Estate,1100.0,,,2035,https://specials-images.forbesimg.com/imageserve/5a7e5efca7ea4316901324f2/416x416.jpg?background=000000&cropX1=1173&cropX2=3727&cropY1=280&cropY2=2832
2030,Andrei Filatov,Filatov,46,Russia,M,"ports, railway transport",Logistics,1100.0,0.0,,1981,https://specials-images.forbesimg.com/imageserve/5a8094b44bbe6f2652f53d5f/416x416.jpg?background=000000&cropX1=1067&cropX2=3230&cropY1=129&cropY2=2291
2031,Paul Fireman,Fireman,74,United States,M,Reebok,Fashion & Retail,1100.0,0.0,,2052,https://specials-images.forbesimg.com/imageserve/5a90acd04bbe6f0fa8266b77/416x416.jpg?background=000000&cropX1=810&cropX2=1341&cropY1=390&cropY2=921
2032,J. Christopher Flowers,Flowers,60,United States,M,investments,Finance and Investments,1100.0,0.0,,1990,https://specials-images.forbesimg.com/imageserve/5a90acd04bbe6f0fa8266b77/416x416.jpg?background=000000&cropX1=810&cropX2=1341&cropY1=390&cropY2=921
2033,Fu Kwan,Fu,60,China,M,"real estate, diversified",Diversified,1100.0,0.0,,2112,https://specials-images.forbesimg.com/imageserve/562a69d7e4b0ffa7afe6323f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=50&cropY2=794
2034,Sheela Gautam,Gautam,86,India,F,mattresses,Fashion & Retail,1100.0,,,2112,https://specials-images.forbesimg.com/imageserve/562a69d7e4b0ffa7afe6323f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=50&cropY2=794
2035,Drew Houston,Houston,35,United States,M,file hosting service,Technology,1100.0,0.0,,697,https://specials-images.forbesimg.com/imageserve/5a90974e31358e79a28a1fc5/416x416.jpg?background=000000&cropX1=1166&cropX2=3229&cropY1=377&cropY2=2439
2036,Huang Shilin,Huang,51,China,M,storage batteries,Energy,1100.0,0.0,,926,https://specials-images.forbesimg.com/imageserve/5a90974e31358e79a28a1fc5/416x416.jpg?background=000000&cropX1=1166&cropX2=3229&cropY1=377&cropY2=2439
2037,Huang Wen Tsai,Huang,64,China,M,real estate,Real Estate,1100.0,0.0,,2076,https://specials-images.forbesimg.com/imageserve/589d034331358e1a35ab0a6c/416x416.jpg?background=000000&cropX1=63&cropX2=656&cropY1=176&cropY2=769
2038,Mohammed Ibrahim,Ibrahim,72,United Kingdom,M,communications,Telecom,1100.0,0.0,,1924,https://specials-images.forbesimg.com/imageserve/5a815f55a7ea4316901342b3/416x416.jpg?background=000000&cropX1=389&cropX2=3040&cropY1=6&cropY2=2656
2039,Hiroshi Ishibashi,Ishibashi,71,Japan,M,tires,Automotive,1100.0,0.0,,2121,https://specials-images.forbesimg.com/imageserve/2991e29c85e606372b26ff25898bbb8f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=90&cropY2=834
2040,Bent Jensen,Jensen,66,Denmark,M,electric linear systems,Manufacturing,1100.0,,,2121,https://specials-images.forbesimg.com/imageserve/2991e29c85e606372b26ff25898bbb8f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=90&cropY2=834
2041,Chatchai Kaewbootta,Kaewbootta,66,Thailand,M,auto loans,Finance and Investments,1100.0,,,2121,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780
2042,Jonas Kamprad,Kamprad,52,Sweden,M,IKEA,Finance and Investments,1100.0,0.0,,2128,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780
2043,Mathias Kamprad,Kamprad,48,Sweden,M,IKEA,Finance and Investments,1100.0,0.0,,2129,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780
2044,Peter Kamprad,Kamprad,54,Sweden,M,IKEA,Finance and Investments,1100.0,0.0,,2130,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780
2045,Madhu Kapur,Kapur,,India,F,banking,Finance and Investments,1100.0,0.0,,2084,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780
2046,Richard Kayne,Kayne,72,United States,M,investments,Finance and Investments,1100.0,0.0,,1999,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780
2047,Vladimir Kogan,Kogan,55,Russia,M,banking,Diversified,1100.0,,,1999,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780
2048,Koh Wee Meng,Koh,54,Singapore,M,"real estate, hotels",Real Estate,1100.0,0.001,,1714,https://specials-images.forbesimg.com/imageserve/3d6fd5b74280b88dcb6566f2c311f604/416x416.jpg?background=000000&cropX1=174&cropX2=742&cropY1=387&cropY2=956
2049,Koo Bon-Joon,Koo,66,South Korea,M,"electronics, household products",Technology,1100.0,,,1714,https://specials-images.forbesimg.com/imageserve/5b15b7704bbe6f74868b9317/416x416.jpg?background=000000&cropX1=103&cropX2=995&cropY1=452&cropY2=1344
2050,Lam Lung On,Lam,53,China,M,real estate,Real Estate,1100.0,0.0,,1935,https://specials-images.forbesimg.com/imageserve/589d0b2c31358e1a35ab0acb/416x416.jpg?background=000000&cropX1=21&cropX2=715&cropY1=56&cropY2=751
2051,Isaac Larian,Larian,64,United States,M,toys,Manufacturing,1100.0,0.0,,1926,https://specials-images.forbesimg.com/imageserve/5a908e8231358e79a28a1ef6/416x416.jpg?background=000000&cropX1=591&cropX2=2173&cropY1=345&cropY2=1926
2052,Frank Laukien,Laukien,58,United States,M,scientific equipment,Manufacturing,1100.0,0.0,,2109,https://specials-images.forbesimg.com/imageserve/5a908e8231358e79a28a1ef6/416x416.jpg?background=000000&cropX1=591&cropX2=2173&cropY1=345&cropY2=1926
2053,Lee Joon-Ho,Lee,53,South Korea,M,online games,Technology,1100.0,0.0,,1979,https://specials-images.forbesimg.com/imageserve/11c9f3b833e15a5a02c473886d91a452/416x416.jpg?background=000000&cropX1=77&cropX2=744&cropY1=111&cropY2=778
2054,Lee Sang-Hyuk,Lee,47,South Korea,M,investments,Technology,1100.0,0.0,,2058,https://specials-images.forbesimg.com/imageserve/5b15b64c31358e612fbb20e7/416x416.jpg?background=000000&cropX1=66&cropX2=1078&cropY1=5&cropY2=1016
2055,Nancy Lerner,Lerner,58,United States,F,"banking, credit cards",Finance and Investments,1100.0,0.0,,2071,https://specials-images.forbesimg.com/imageserve/5b15b64c31358e612fbb20e7/416x416.jpg?background=000000&cropX1=66&cropX2=1078&cropY1=5&cropY2=1016
2056,Norma Lerner,Lerner,82,United States,F,banking,Finance and Investments,1100.0,0.0,,2072,https://specials-images.forbesimg.com/imageserve/4c5034576f7f8449ebd38eb9eeedcf1c/416x416.jpg?background=000000&cropX1=0&cropX2=788&cropY1=42&cropY2=830
2057,Randolph Lerner,Lerner,56,United States,M,"banking, credit cards",Finance and Investments,1100.0,0.0,,2070,https://specials-images.forbesimg.com/imageserve/56ce276fe4b062f6b59a7ef3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
2058,David Xueling Li,Li,45,China,M,live streaming service,Technology,1100.0,0.0,,1944,https://specials-images.forbesimg.com/imageserve/56ce276fe4b062f6b59a7ef3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
2059,Li Tan,Li,53,China,F,pharmaceuticals,Healthcare,1100.0,0.0,,1532,https://specials-images.forbesimg.com/imageserve/56ce276fe4b062f6b59a7ef3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
2060,Li Weiguo,Li,53,China,M,construction materials,Manufacturing,1100.0,,,1532,https://specials-images.forbesimg.com/imageserve/5a8df8614bbe6f2652f62c5c/416x416.jpg?background=000000&cropX1=19&cropX2=2906&cropY1=905&cropY2=3794
2061,Liang Feng,Liang,49,China,M,manufacturing,Manufacturing,1100.0,0.0,,1408,https://specials-images.forbesimg.com/imageserve/5a7cd10731358e4955acfa22/416x416.jpg?background=000000&cropX1=180&cropX2=1932&cropY1=155&cropY2=1906
2062,Liang Guangwei,Liang,54,China,M,conglomerate,Manufacturing,1100.0,0.0,,1995,https://specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684
2063,Liang Shezeng,Liang,86,China,M,real estate,Real Estate,1100.0,0.0,,1678,https://specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684
2064,Liao Chang,Liao,52,China,M,wine,Food and Beverage,1100.0,0.0,,2069,https://specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684
2065,Jenny Lindén Urnes,Lindén Urnes,47,Sweden,F,powdered metal,Manufacturing,1100.0,0.0,,2116,https://specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684
2066,Liu Zhendong,Liu,47,China,M,industrial parks,Service,1100.0,0.0,,2061,https://specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684
2067,Liu Zhiqiang,Liu,53,China,M,conglomerate,Diversified,1100.0,0.0,,2132,https://specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684
2068,Jonathan Lu,Lu,49,China,M,e-commerce,Technology,1100.0,0.0,,2034,https://specials-images.forbesimg.com/imageserve/5a7cc1184bbe6f2652f50974/416x416.jpg?background=000000&cropX1=1164&cropX2=2583&cropY1=164&cropY2=1582
2069,William Macaulay,Macaulay,72,United States,M,energy investments,Energy,1100.0,0.0,,2049,https://specials-images.forbesimg.com/imageserve/18db999fe5915716ab94c0cb138f19c5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=68&cropY2=812
2070,John Martin,Martin,67,United States,M,pharmaceuticals,Healthcare,1100.0,-1.171,,2046,https://specials-images.forbesimg.com/imageserve/5a90aff34bbe6f0fa8266ba5/416x416.jpg?background=000000&cropX1=0&cropX2=1872&cropY1=147&cropY2=2020
2071,Yves-Loic Martin,Martin,52,France,M,laboratory services,Healthcare,1100.0,,,2046,https://specials-images.forbesimg.com/imageserve/5a90aff34bbe6f0fa8266ba5/416x416.jpg?background=000000&cropX1=0&cropX2=1872&cropY1=147&cropY2=2020
2072,Satish Mehta,Mehta,67,India,M,pharmaceuticals,Healthcare,1100.0,0.0,,2082,https:http://specials-images.forbesimg.com/imageserve/57dc49a531358e16c589a744/416x416.jpg?background=000000&cropX1=209&cropX2=694&cropY1=118&cropY2=603
2073,Nikita Mishin,Mishin,46,Russia,M,"ports, railway transport",Logistics,1100.0,0.0,,1971,https://specials-images.forbesimg.com/imageserve/5a81b89aa7ea431690134a56/416x416.jpg?background=000000&cropX1=3&cropX2=1333&cropY1=71&cropY2=1402
2074,Konstantin Nikolaev,Nikolaev,47,Russia,M,"ports, railway transport",Logistics,1100.0,0.0,,1970,https://specials-images.forbesimg.com/imageserve/5a80aa024bbe6f2652f53ea9/416x416.jpg?background=000000&cropX1=320&cropX2=2336&cropY1=150&cropY2=2167
